Date,Close,AClose,Volume
1985-01-28,1277.719971,1277.719971,55430000
1985-02-04,1289.969971,1289.969971,59480000
1985-02-11,1282.02002,1282.02002,61270000
1985-02-18,1275.839966,1275.839966,34550000
1985-02-25,1299.359985,1299.359985,55750000
1985-03-04,1269.660034,1269.660034,52050000
1985-03-11,1247.349976,1247.349976,44120000
1985-03-18,1267.449951,1267.449951,45230000
1985-03-25,1266.780029,1266.780029,44920000
1985-04-01,1259.050049,1259.050049,31620000
1985-04-08,1265.680054,1265.680054,43200000
1985-04-15,1266.560059,1266.560059,45770000
1985-04-22,1275.180054,1275.180054,44930000
1985-04-29,1247.23999,1247.23999,50100000
1985-05-06,1274.180054,1274.180054,58700000
1985-05-13,1285.339966,1285.339966,57910000
1985-05-20,1301.969971,1301.969971,52110000
1985-05-27,1315.410034,1315.410034,45020000
1985-06-03,1316.420044,1316.420044,52960000
1985-06-10,1300.959961,1300.959961,46220000
1985-06-17,1324.47998,1324.47998,53040000
1985-06-24,1335.459961,1335.459961,53120000
1985-07-01,1334.449951,1334.449951,32080000
1985-07-08,1338.599976,1338.599976,47740000
1985-07-15,1359.540039,1359.540039,62860000
1985-07-22,1357.079956,1357.079956,62410000
1985-07-29,1353.050049,1353.050049,46100000
1985-08-05,1320.790039,1320.790039,39520000
1985-08-12,1312.719971,1312.719971,39450000
1985-08-19,1318.319946,1318.319946,36720000
1985-08-26,1334.01001,1334.01001,44260000
1985-09-02,1335.689941,1335.689941,33830000
1985-09-09,1307.680054,1307.680054,46960000
1985-09-16,1297.939941,1297.939941,50370000
1985-09-23,1320.790039,1320.790039,53780000
1985-09-30,1328.73999,1328.73999,59730000
1985-10-07,1339.939941,1339.939941,39640000
1985-10-14,1368.839966,1368.839966,62220000
1985-10-21,1356.52002,1356.52002,51990000
1985-10-28,1390.25,1390.25,65430000
1985-11-04,1404.359985,1404.359985,66090000
1985-11-11,1435.089966,1435.089966,76650000
1985-11-18,1464.329956,1464.329956,80350000
1985-11-25,1472.130005,1472.130005,66560000
1985-12-02,1477.180054,1477.180054,72650000
1985-12-09,1535.209961,1535.209961,118660000
1985-12-16,1543,1543,103040000
1985-12-23,1543,1543,42390000
1985-12-30,1549.199951,1549.199951,46200000
1986-01-06,1513.530029,1513.530029,80330000
1986-01-13,1536.699951,1536.699951,70140000
1986-01-20,1529.930054,1529.930054,62620000
1986-01-27,1570.98999,1570.98999,76810000
1986-02-03,1613.420044,1613.420044,91510000
1986-02-10,1664.449951,1664.449951,84550000
1986-02-17,1697.709961,1697.709961,67300000
1986-02-24,1709.060059,1709.060059,93500000
1986-03-03,1699.829956,1699.829956,80390000
1986-03-10,1792.73999,1792.73999,95270000
1986-03-17,1768.560059,1768.560059,89600000
1986-03-24,1821.719971,1821.719971,75970000
1986-03-31,1739.219971,1739.219971,83840000
1986-04-07,1790.180054,1790.180054,138800000
1986-04-14,1840.400024,1840.400024,102310000
1986-04-21,1835.569946,1835.569946,83650000
1986-04-28,1774.680054,1774.680054,80740000
1986-05-05,1789.430054,1789.430054,73140000
1986-05-12,1759.800049,1759.800049,70520000
1986-05-19,1823.290039,1823.290039,60850000
1986-05-26,1876.709961,1876.709961,61710000
1986-06-02,1885.900024,1885.900024,59380000
1986-06-09,1874.189941,1874.189941,60130000
1986-06-16,1879.540039,1879.540039,67760000
1986-06-23,1885.26001,1885.26001,65140000
1986-06-30,1900.869995,1900.869995,50480000
1986-07-07,1821.430054,1821.430054,81230000
1986-07-14,1777.97998,1777.97998,90870000
1986-07-21,1810.040039,1810.040039,64120000
1986-07-28,1763.640015,1763.640015,78530000
1986-08-04,1782.619995,1782.619995,77300000
1986-08-11,1855.599976,1855.599976,76720000
1986-08-18,1887.800049,1887.800049,67210000
1986-08-25,1898.339966,1898.339966,65270000
1986-09-01,1899.75,1899.75,77050000
1986-09-08,1758.719971,1758.719971,109730000
1986-09-15,1762.650024,1762.650024,89330000
1986-09-22,1769.689941,1769.689941,93830000
1986-09-29,1774.180054,1774.180054,83030000
1986-10-06,1793.170044,1793.170044,87080000
1986-10-13,1837.040039,1837.040039,82190000
1986-10-20,1832.359985,1832.359985,77430000
1986-10-27,1877.709961,1877.709961,101380000
1986-11-03,1886.530029,1886.530029,100950000
1986-11-10,1873.589966,1873.589966,81890000
1986-11-17,1893.560059,1893.560059,114450000
1986-11-24,1914.22998,1914.22998,68330000
1986-12-01,1925.060059,1925.060059,96330000
1986-12-08,1912.26001,1912.26001,81910000
1986-12-15,1928.849976,1928.849976,122810000
1986-12-22,1930.400024,1930.400024,74460000
1986-12-29,1927.310059,1927.310059,39670000
1987-01-05,2005.910034,2005.910034,126670000
1987-01-12,2076.629883,2076.629883,141550000
1987-01-19,2101.52002,2101.52002,139950000
1987-01-26,2158.040039,2158.040039,117630000
1987-02-02,2186.870117,2186.870117,128710000
1987-02-09,2183.350098,2183.350098,99230000
1987-02-16,2235.23999,2235.23999,106480000
1987-02-23,2223.98999,2223.98999,94540000
1987-03-02,2280.22998,2280.22998,93270000
1987-03-09,2258.659912,2258.659912,86340000
1987-03-16,2333.52002,2333.52002,105660000
1987-03-23,2335.800049,2335.800049,108400000
1987-03-30,2390.340088,2390.340088,118330000
1987-04-06,2338.780029,2338.780029,118950000
1987-04-13,2275.98999,2275.98999,133390000
1987-04-20,2235.370117,2235.370117,123590000
1987-04-27,2280.399902,2280.399902,135060000
1987-05-04,2322.300049,2322.300049,145190000
1987-05-11,2272.52002,2272.52002,124330000
1987-05-18,2243.199951,2243.199951,112550000
1987-05-25,2291.570068,2291.570068,73710000
1987-06-01,2326.149902,2326.149902,78410000
1987-06-08,2377.72998,2377.72998,90850000
1987-06-15,2420.850098,2420.850098,111420000
1987-06-22,2436.860107,2436.860107,104050000
1987-06-29,2436.699951,2436.699951,74610000
1987-07-06,2455.98999,2455.98999,110830000
1987-07-13,2510.040039,2510.040039,133060000
1987-07-20,2485.330078,2485.330078,93040000
1987-07-27,2572.070068,2572.070068,117440000
1987-08-03,2592,2592,117360000
1987-08-10,2685.429932,2685.429932,146390000
1987-08-17,2709.5,2709.5,122150000
1987-08-24,2639.350098,2639.350098,100490000
1987-08-31,2561.379883,2561.379883,109180000
1987-09-07,2608.73999,2608.73999,100550000
1987-09-14,2524.639893,2524.639893,95670000
1987-09-21,2570.169922,2570.169922,108810000
1987-09-28,2640.98999,2640.98999,110270000
1987-10-05,2482.209961,2482.209961,111910000
1987-10-12,2246.72998,2246.72998,169810000
1987-10-19,1950.76001,1950.76001,329860000
1987-10-26,1993.530029,1993.530029,177710000
1987-11-02,1959.050049,1959.050049,129600000
1987-11-09,1935.01001,1935.01001,109020000
1987-11-16,1913.630005,1913.630005,104680000
1987-11-23,1910.47998,1910.47998,62590000
1987-11-30,1766.73999,1766.73999,112140000
1987-12-07,1867.040039,1867.040039,107150000
1987-12-14,1975.300049,1975.300049,140930000
1987-12-21,1999.670044,1999.670044,73220000
1987-12-28,1938.829956,1938.829956,54290000
1988-01-04,1911.310059,1911.310059,115690000
1988-01-11,1956.069946,1956.069946,124930000
1988-01-18,1903.51001,1903.51001,87790000
1988-01-25,1958.219971,1958.219971,104590000
1988-02-01,1910.47998,1910.47998,154390000
1988-02-08,1983.26001,1983.26001,93030000
1988-02-15,2014.589966,2014.589966,83160000
1988-02-22,2023.209961,2023.209961,113680000
1988-02-29,2057.860107,2057.860107,98650000
1988-03-07,2034.97998,2034.97998,87050000
1988-03-14,2087.370117,2087.370117,96880000
